id,section,difficulty,question_no,type,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,answer,source_answer,validation_note,validation_source,source_file
S049Q05,49,hard,5,TC3,"The research on otters’ environmental requirements is surprisingly (i)_____. One reason for this has to do with the estimation of how much they use different areas. Doing so may be (ii)_____ in some kinds of terrain, such as Shetland where the Eurasian otters are active in daytime and have clear individual markings. There it is possible to identify the individuals over stretches of coast of a few kilometers and to see what kinds of coast they use. However, the field conditions are (iii)_____.",straightforward,controversial,difficult,quite problematic,relatively simple,largely unnecessary,routine,deceptive,exceptional,C|E|I,C|E|I,,,TCSE_1-50.pdf
S049Q06,49,hard,6,TC3,"Even the reader acquainted with the outlines of Pushkin’s biography will be (i)_____ the (ii)_____ so vividly conveyed in Binyon’s biography. Not only was Pushkin’s personal correspondence intercepted and his movements (iii)_____, but Tsar Nicholas I’s decision to oversee Pushkin’s career obliged Pushkin to submit all his manuscripts for inspection.",attracted by,confused by,struck by,suffocating lack of creative,concern for contemporary,underlying sense of,ignored freedom,monitored society,commended historical change,C|D|H,C|D|H,,,TCSE_1-50.pdf
S049Q07,49,hard,7,SE,"While normal floods resulting from usual monsoon rainfall are _____ the growth of crops, recently there has been an increase in the frequency of high-intensity floods that do not have such welcome effects.",conducive to,hindered by,devastating for,deleterious for,essential for,indispensable to,,,,E|F,E|F,,,TCSE_1-50.pdf
S049Q08,49,hard,8,SE,The difficulty of reforming electoral politics is not lack of the right tools but the need to put them into the hands of impartial agents: the goal should be to build capacity while _____ partisanship.,expediting,constraining,facilitating,deterring,exacerbating,lamenting,,,,B|D,B|D,,,TCSE_1-50.pdf
S049Q09,49,hard,9,SE,"That guild of experts has always appraised the economic stimulation plan as bootless, while the advocates of the policy do not take their _____ evaluation for granted.",tendentious,meticulous,detracting,indifferent,ubiquitous,deprecatory,,,,C|F,C|F,,,TCSE_1-50.pdf
S049Q10,49,hard,10,SE,"In noting that critical and popular opinions about Li’s art coincided, Chuang _____ the existence of an exception to her general theory of art criticism, which posits that critics’ views do not intersect with those of the general public.",asserted,conceded,acknowledged,doubted,pondered,questioned,,,,B|C,B|C,,,TCSE_1-50.pdf
S050Q01,50,hard,1,TC1,"One baffling aspect of the novel is its capacity to generate emotional power from a plot that lacks the most elementary _____: readers must accept not an occasional coincidence, but a continuous stream of them.",synergy,continuity,naivety,premise,credibility,,,,,E,E,,,TCSE_1-50.pdf
S050Q02,50,hard,2,TC1,"Though humanitarian emergencies are frequent features of television news, such exposure seldom _____ the public, which rather seems resigned to a sense of impotency.",paralyzes,demoralizes,assuages,galvanizes,exasperates,,,,,D,D,,,TCSE_1-50.pdf
S050Q03,50,hard,3,TC2,"Partly because of Lee’s skill at synthesizing (i)_____ trends drawn from many fields of study, her theories appeared to present, with uncanny aptness, ideas already (ii)_____ in the minds of her contemporaries.",superseded,irrelevant,emergent,discredited,well established,half-formulated,,,,C|F,C|F,,,TCSE_1-50.pdf
S050Q04,50,hard,4,TC2,"Research into butterfly wings could have (i)_____ implications, since knowledge of their optical and thermal properties may be (ii)_____ controlling the behavior of computer chips, which likewise consist of finely structured thin film.",ecological,aesthetic,technological,tantamount to,germane to,advance by,,,,C|E,C|E,,,TCSE_1-50.pdf
S050Q05,50,hard,5,TC3,"Viewing people as ‘’social atoms’’ that obey rather simple rule (which are not unlike the laws of physics), one may discover certain (i)_____. Take, for example, the way channels emerge when people move in crowds. In the midst of initially (ii)_____ movements, one person begins to follow another—in an effort to avoid collisions—and streams of movement emerge. As more people join in, there is greater pull on others to join the flow, and the particular channels become (iii)_____.",apparent contradictions,unproductive tendencies,lawlike regulations,inflexible,straightforward,chaotic,self-defeating,self-aggrandizing,self-perpetuating,C|F|I,C|F|I,,,TCSE_1-50.pdf
S050Q06,50,hard,6,TC3,"In this single volume, Kenny aims to survey for the general reader all of ancient philosophy; understandably, space in such a book is (i)_____, and he is not to be faulted for minor omissions. However, Kenny would have added significantly to his book’s value had he more effectively (ii)_____ the influence of ancient philosophy on the subsequent tradition. As it is, newcomers to the subject will have little (iii)_____ the afterlife enjoyed by ancient philosophy in the period 1600-1750.",at a premium,hard to fill,taken for granted,overlooked,signaled,prevented,sense of,devotion to,aversion to,A|E|G,A|E|G,,,TCSE_1-50.pdf
S050Q07,50,hard,7,SE,The ambassador’s critical remarks seemed to be less a product of _____ and more the careless utterances of a fatigued or undisciplined individual.,intensity,optimism,purposefulness,design,confidence,caution,,,,C|D,C|D,,,TCSE_1-50.pdf
S050Q08,50,hard,8,SE,In sharp contrast to the novel’s scenic realism and precisely characterized figure is its persistent philosophical _____.,naturalism,abstraction,generality,impartiality,sincerity,objectivity,,,,B|C,B|C,,,TCSE_1-50.pdf
S050Q09,50,hard,9,SE,"Individuals, governments, and companies show ample ability to _____ themselves by setting goals based on current conditions and then blindly following them even when those conditions change drastically.",hamstring,reinvent,promote,revitalize,impair,invigorate,,,,A|E,A|E,,,TCSE_1-50.pdf
S050Q10,50,hard,10,SE,"The cat known to researchers as M-120—beefy, audacious, and apparently smart enough to spot a free lunch—is perhaps the world’s least _____ lynx: the scientists catch him several times a year.",intelligent,evasive,fearless,furtive,elusive,intrepid,,,,B|E,B|E,,,TCSE_1-50.pdf
S051Q01,51,easy,1,TC1,"Since many African farmers face a soil fertility problem, providing funding for fertilizer seems _____; closer examination of the data raises some troubling questions, however.",imprudent,expensive,unimpeachable,modern,worrisome,,,,,C,C,,,TCSE_51-100.pdf
S051Q02,51,easy,2,TC1,"Having regarded Marcus relationship to their boss as entirely _____, Jo was flabbergasted when Marcus publicly made clear his objections to some changes the boss was introducing.",professional,sycophantic,prosaic,dissident,collegial,,,,,B,B,,,TCSE_51-100.pdf
S051Q03,51,easy,3,TC2,"There are far too many (i)_____ in the report, such as incorrect date (albeit on (ii)_____ points), inconsistency between the text and related tables, and discrepancies between the citations and the references.",unsupported generalizations,stylistic infelicities,little errors,numerous,minor,perplexing,,,,C|E,C|E,,,TCSE_51-100.pdf
S051Q04,51,easy,4,TC2,"The physical (i)_____ seen in the remains of soldiers who fought in the fifteenth-century battle of Towton is unsurprising, given the (ii)_____ origins of the men who took the battlefield that day.",decay,strength,diversity,disparate,unknown,controversial,,,,C|D,C|D,,,TCSE_51-100.pdf
S051Q05,51,easy,5,TC3,"Many popular musicians have (i)____ new digital technologies that allow them unprecedented control over their music. These musicians use computers to (ii)_____ and modify their songs, resulting in a level of musical precision often unattainable naturally. Of course, though, as is often the case with new technologies, some traditionalists (iii)_____ these developments.",incorporated,synthesized,alleviated,energize,delineate,recast,balk at,revel in,retaliate,A|F|G,A|F|G,,,TCSE_51-100.pdf
S051Q06,51,easy,6,TC3,"Campus-wide discussion on academic integrity can be (i)_____ by the fact that faculty and students tend to define cheating in (ii)_____ ways. Even when they concur on what cheating means, faculty and students often assign different levels of severity to specific violations. These differences can serve as a major (iii)_____ the creation of a commonly accepted set of standards of integrity that are consistently applied to all academic work within the campus community.",expedited,obscured,hampered,disparate,conventional,rigid,indictment of,impediment to,metaphor for,C|D|H,C|D|H,,,TCSE_51-100.pdf
S051Q07,51,easy,7,SE,"Origin, distribution, and habitat are included in the book for some but not all of the plants; offering this information for each species would have given readers a clearer appreciation of the differences between _____ and introduced species.",endemic,native,seasonal,rare,unusual,dominant,,,,A|B,A|B,,,TCSE_51-100.pdf
S051Q08,51,easy,8,SE,"Some have argued that naming scientific discoveries after the people who make them can _____ scientific progress, because the nomenclature lacks useful clarity, having no relationship to the underlying principles that govern nature.",hamper,abet,instigate,obscure,nullify,impede,,,,A|F,A|F,,,TCSE_51-100.pdf
S051Q09,51,easy,9,SE,"Each of the country’s 26 sates and most of its more than 2,000 municipalities have their own police forces, _____ communication and making it difficult to establish a coordinated law- enforcement strategy.",establishing,impeding,hampering,launching,obscuring,preventing,,,,B|C,B|C,,,TCSE_51-100.pdf
S051Q10,51,easy,10,SE,"Although there is an incredible diversity of microbes across the body of each individual, the fact that specific body sites tend to host a few specific bacteria indicates that the body’s microflora are not _____ distributed.",haphazardly,uniformly,effectively,heterogeneously,functionally,randomly,,,,A|F,A|F,,,TCSE_51-100.pdf
S052Q01,52,easy,1,TC1,Some ambitious lawyers are willing to work on Supreme Court cases without charge in an effort to gain _____; they believe that this increased cachet will help them succeed in the future.,wisdom,certitude,prestige,integrity,humility,,,,,C,C,,,TCSE_51-100.pdf
S052Q02,52,easy,2,TC1,The author’s unfortunate predilection for mannered turns of phrase and complicated metaphors had a tendency to _____ her work’s straightforward themes.,propitiate,accentuate,augment,occlude,presage,,,,,D,D,,,TCSE_51-100.pdf
S052Q03,52,easy,3,TC2,"The councilman was a highly respected, even (i)_____ member of society, so when he was accused of fraud, people were (ii)_____.",venerated,obscure,unassuming,stunned,elated,gullible,,,,A|D,A|D,,,TCSE_51-100.pdf
S052Q04,52,easy,4,TC2,"(i)_____ may sound like the (ii)_____ novelty seeking, but in fact the latter can coexist with and balance that stick-to-it virtue strong-willed Victorians so promoted.",ambition,creativity,persistence,antithesis of,foundation for,precursor to,,,,C|D,C|D,,,TCSE_51-100.pdf
